Fungicide,inoculum,experiment,treatment,experimental_repetition,growth
iprodione  ,861,paper,fungicide,two,3
iprodione  ,861,paper,fungicide,two,2.8
iprodione  ,861,paper,control,one,6.2
iprodione  ,861,paper,control,one,5.85
iprodione  ,861,paper,control,one,5.875
iprodione  ,861,paper,control,one,5.475
iprodione  ,861,paper,control,two,4.4
iprodione  ,861,paper,control,two,4.2
iprodione  ,861,paper,control,two,4.1
iprodione  ,861,paper,control,two,5.05
iprodione  ,902,plug,fungicide,one,2.375
iprodione  ,902,plug,fungicide,one,1.9
iprodione  ,902,plug,fungicide,one,2.05
iprodione  ,902,plug,fungicide,one,1.925
iprodione  ,902,plug,fungicide,two,3.635
iprodione  ,902,plug,fungicide,two,3.55
iprodione  ,902,plug,fungicide,two,3.27
iprodione  ,902,plug,fungicide,two,2.88
iprodione  ,902,plug,control,one,5.7
iprodione  ,902,plug,control,one,5.5
iprodione  ,902,plug,control,one,4.975
iprodione  ,902,plug,control,one,4.825
iprodione  ,902,plug,control,two,5.975
iprodione  ,902,plug,control,two,6.17
iprodione  ,902,plug,control,two,6.005
iprodione  ,902,plug,control,two,6.025
iprodione  ,902,paper,fungicide,one,2.275
iprodione  ,902,paper,fungicide,one,2.15
iprodione  ,902,paper,fungicide,one,2.175
iprodione  ,902,paper,fungicide,one,2.175
iprodione  ,902,paper,fungicide,two,1.3
iprodione  ,902,paper,fungicide,two,1.3
iprodione  ,902,paper,fungicide,two,1.4
iprodione  ,902,paper,fungicide,two,1.4
iprodione  ,902,paper,control,one,4.2
iprodione  ,902,paper,control,one,4.3
iprodione  ,902,paper,control,one,4.325
iprodione  ,902,paper,control,one,4.35
iprodione  ,902,paper,control,two,4.95
iprodione  ,902,paper,control,two,4.7
iprodione  ,902,paper,control,two,5.05
iprodione  ,902,paper,control,two,5
thiophanate_methyl,152,plug,fungicide,one,5.12
thiophanate_methyl,152,plug,fungicide,one,5.01
thiophanate_methyl,152,plug,fungicide,one,4.635
thiophanate_methyl,152,plug,fungicide,one,3.735
thiophanate_methyl,152,plug,fungicide,two,4.39
thiophanate_methyl,152,plug,fungicide,two,4.81
thiophanate_methyl,152,plug,fungicide,two,4.875
thiophanate_methyl,152,plug,fungicide,two,4.5
thiophanate_methyl,152,plug,control,one,6.05
thiophanate_methyl,152,plug,control,one,6.575
thiophanate_methyl,152,plug,control,one,6.55
thiophanate_methyl,152,plug,control,one,6.58
thiophanate_methyl,152,plug,control,two,6.135
thiophanate_methyl,152,plug,control,two,6.23
thiophanate_methyl,152,plug,control,two,5.79
thiophanate_methyl,152,plug,control,two,5.92
thiophanate_methyl,152,paper,fungicide,one,2.235
thiophanate_methyl,152,paper,fungicide,one,2.095
thiophanate_methyl,152,paper,fungicide,one,1.7
thiophanate_methyl,152,paper,fungicide,one,0.76
thiophanate_methyl,152,paper,fungicide,two,2.14
thiophanate_methyl,152,paper,fungicide,two,2.71
thiophanate_methyl,152,paper,fungicide,two,2.5
thiophanate_methyl,152,paper,fungicide,two,3.4
thiophanate_methyl,152,paper,control,one,4.545
thiophanate_methyl,152,paper,control,one,4.17
thiophanate_methyl,152,paper,control,one,4.78
thiophanate_methyl,152,paper,control,one,4.705
thiophanate_methyl,152,paper,control,two,4.255
thiophanate_methyl,152,paper,control,two,4.07
thiophanate_methyl,152,paper,control,two,4.56
thiophanate_methyl,152,paper,control,two,4.605
thiophanate_methyl,274,plug,fungicide,one,3.495
thiophanate_methyl,274,plug,fungicide,one,2.725
thiophanate_methyl,274,plug,fungicide,one,3.935
thiophanate_methyl,274,plug,fungicide,one,4.365
thiophanate_methyl,274,plug,fungicide,two,3.095
thiophanate_methyl,274,plug,fungicide,two,3.1
thiophanate_methyl,274,plug,fungicide,two,3.71
thiophanate_methyl,274,plug,fungicide,two,2.895
thiophanate_methyl,274,plug,control,one,5.69
thiophanate_methyl,274,plug,control,one,5.65
thiophanate_methyl,274,plug,control,one,6.07
thiophanate_methyl,274,plug,control,one,6.12
thiophanate_methyl,274,plug,control,two,5.905
thiophanate_methyl,274,plug,control,two,6.06
thiophanate_methyl,274,plug,control,two,6.1
thiophanate_methyl,274,plug,control,two,5.85
thiophanate_methyl,274,paper,fungicide,one,2.355
thiophanate_methyl,274,paper,fungicide,one,2.94
thiophanate_methyl,274,paper,fungicide,one,2.75
thiophanate_methyl,274,paper,fungicide,one,2.545
thiophanate_methyl,274,paper,fungicide,two,4.03
thiophanate_methyl,274,paper,fungicide,two,2.78
thiophanate_methyl,274,paper,fungicide,two,4.495
thiophanate_methyl,274,paper,fungicide,two,4.35
thiophanate_methyl,274,paper,control,one,4.775
thiophanate_methyl,274,paper,control,one,4.17
thiophanate_methyl,274,paper,control,one,4.35
thiophanate_methyl,274,paper,control,one,4.36
thiophanate_methyl,274,paper,control,two,5.14
thiophanate_methyl,274,paper,control,two,4.535
thiophanate_methyl,274,paper,control,two,4.315
thiophanate_methyl,274,paper,control,two,4.525
thiophanate_methyl,465,plug,fungicide,one,3.73
thiophanate_methyl,465,plug,fungicide,one,4.24
thiophanate_methyl,465,plug,fungicide,one,4.345
thiophanate_methyl,465,plug,fungicide,one,3.85
thiophanate_methyl,465,plug,fungicide,two,3.25
thiophanate_methyl,465,plug,fungicide,two,2.87
thiophanate_methyl,465,plug,fungicide,two,3.14
thiophanate_methyl,465,plug,fungicide,two,3.135
thiophanate_methyl,465,plug,control,one,6.095
thiophanate_methyl,465,plug,control,one,6.4
thiophanate_methyl,465,plug,control,one,5.965
thiophanate_methyl,465,plug,control,one,6.57
thiophanate_methyl,465,plug,control,two,4.295
thiophanate_methyl,465,plug,control,two,4.33
thiophanate_methyl,465,plug,control,two,4.145
thiophanate_methyl,465,plug,control,two,3.97
thiophanate_methyl,465,paper,fungicide,one,1.316
thiophanate_methyl,465,paper,fungicide,one,1.395
thiophanate_methyl,465,paper,fungicide,one,1.725
thiophanate_methyl,465,paper,fungicide,one,2.17
thiophanate_methyl,465,paper,fungicide,two,0.99
thiophanate_methyl,465,paper,fungicide,two,1.08
thiophanate_methyl,465,paper,fungicide,two,0.05
thiophanate_methyl,465,paper,fungicide,two,3.23
thiophanate_methyl,465,paper,control,one,2.105
thiophanate_methyl,465,paper,control,one,1.735
thiophanate_methyl,465,paper,control,one,2.605
thiophanate_methyl,465,paper,control,one,1.82
thiophanate_methyl,465,paper,control,two,3.785
thiophanate_methyl,465,paper,control,two,2.42
thiophanate_methyl,465,paper,control,two,3.87
thiophanate_methyl,465,paper,control,two,4.41
thiophanate_methyl,560,plug,fungicide,one,3.955
thiophanate_methyl,560,plug,fungicide,one,3.675
thiophanate_methyl,560,plug,fungicide,one,3.36
thiophanate_methyl,560,plug,fungicide,one,3.575
thiophanate_methyl,560,plug,fungicide,two,3.405
thiophanate_methyl,560,plug,fungicide,two,3.59
thiophanate_methyl,560,plug,fungicide,two,3.975
thiophanate_methyl,560,plug,fungicide,two,4.66
thiophanate_methyl,560,plug,control,one,5.71
thiophanate_methyl,560,plug,control,one,6.08
thiophanate_methyl,560,plug,control,one,5.845
thiophanate_methyl,560,plug,control,one,5.98
thiophanate_methyl,560,plug,control,two,6.19
thiophanate_methyl,560,plug,control,two,6.07
thiophanate_methyl,560,plug,control,two,5.96
thiophanate_methyl,560,plug,control,two,6.08
thiophanate_methyl,560,paper,fungicide,one,3.095
thiophanate_methyl,560,paper,fungicide,one,2.41
thiophanate_methyl,560,paper,fungicide,one,2.435
thiophanate_methyl,560,paper,fungicide,one,2.715
thiophanate_methyl,560,paper,fungicide,two,2.94
thiophanate_methyl,560,paper,fungicide,two,3.03
thiophanate_methyl,560,paper,fungicide,two,2.93
thiophanate_methyl,560,paper,fungicide,two,2.94
thiophanate_methyl,560,paper,control,one,4.345
thiophanate_methyl,560,paper,control,one,4.075
thiophanate_methyl,560,paper,control,one,3.87
thiophanate_methyl,560,paper,control,one,3.77
thiophanate_methyl,560,paper,control,two,4.215
thiophanate_methyl,560,paper,control,two,4.24
thiophanate_methyl,560,paper,control,two,3.995
thiophanate_methyl,560,paper,control,two,4.235
thiophanate_methyl,601,plug,fungicide,one,2.775
thiophanate_methyl,601,plug,fungicide,one,3.515
thiophanate_methyl,601,plug,fungicide,one,3.27
thiophanate_methyl,601,plug,fungicide,one,3.065
thiophanate_methyl,601,plug,fungicide,two,3.795
thiophanate_methyl,601,plug,fungicide,two,3.355
thiophanate_methyl,601,plug,fungicide,two,3.7
thiophanate_methyl,601,plug,fungicide,two,2.94
thiophanate_methyl,601,plug,control,one,5.755
thiophanate_methyl,601,plug,control,one,6.255
thiophanate_methyl,601,plug,control,one,6.29
thiophanate_methyl,601,plug,control,one,6.03
thiophanate_methyl,601,plug,control,two,6.53
thiophanate_methyl,601,plug,control,two,6.655
thiophanate_methyl,601,plug,control,two,6.605
thiophanate_methyl,601,plug,control,two,6.49
thiophanate_methyl,601,paper,fungicide,one,2.745
thiophanate_methyl,601,paper,fungicide,one,3.005
thiophanate_methyl,601,paper,fungicide,one,2.855
thiophanate_methyl,601,paper,fungicide,one,3.73
thiophanate_methyl,601,paper,fungicide,two,2.905
thiophanate_methyl,601,paper,fungicide,two,2.855
thiophanate_methyl,601,paper,fungicide,two,3.07
thiophanate_methyl,601,paper,fungicide,two,3.105
thiophanate_methyl,601,paper,control,one,5.515
thiophanate_methyl,601,paper,control,one,4.9
thiophanate_methyl,601,paper,control,one,4.735
thiophanate_methyl,601,paper,control,one,4.8
thiophanate_methyl,601,paper,control,two,4.49
thiophanate_methyl,601,paper,control,two,5.015
thiophanate_methyl,601,paper,control,two,3.7
thiophanate_methyl,601,paper,control,two,4.48
thiophanate_methyl,771,plug,fungicide,one,4.315
thiophanate_methyl,771,plug,fungicide,one,3.78
thiophanate_methyl,771,plug,fungicide,one,4.435
thiophanate_methyl,771,plug,fungicide,one,3.98
thiophanate_methyl,771,plug,fungicide,two,3.07
thiophanate_methyl,771,plug,fungicide,two,3.5
thiophanate_methyl,771,plug,fungicide,two,3.875
thiophanate_methyl,771,plug,fungicide,two,3.865
thiophanate_methyl,771,plug,control,one,6.66
thiophanate_methyl,771,plug,control,one,6.5
thiophanate_methyl,771,plug,control,one,6.4
thiophanate_methyl,771,plug,control,one,7.05
thiophanate_methyl,771,plug,control,two,6.74
thiophanate_methyl,771,plug,control,two,6.73
thiophanate_methyl,771,plug,control,two,6.49
thiophanate_methyl,771,plug,control,two,6.865
thiophanate_methyl,771,paper,fungicide,one,3.28
thiophanate_methyl,771,paper,fungicide,one,2.735
thiophanate_methyl,771,paper,fungicide,one,3.075
thiophanate_methyl,771,paper,fungicide,one,3.16
thiophanate_methyl,771,paper,fungicide,two,2.66
thiophanate_methyl,771,paper,fungicide,two,2.795
thiophanate_methyl,771,paper,fungicide,two,2.965
thiophanate_methyl,771,paper,fungicide,two,2.845
thiophanate_methyl,771,paper,control,one,4.9
thiophanate_methyl,771,paper,control,one,4.715
thiophanate_methyl,771,paper,control,one,4.835
thiophanate_methyl,771,paper,control,one,3.645
thiophanate_methyl,771,paper,control,two,3.405
thiophanate_methyl,771,paper,control,two,3.065
thiophanate_methyl,771,paper,control,two,2.94
thiophanate_methyl,771,paper,control,two,2.865
thiophanate_methyl,801,plug,fungicide,one,3.54
thiophanate_methyl,801,plug,fungicide,one,4.135
thiophanate_methyl,801,plug,fungicide,one,3.76
thiophanate_methyl,801,plug,fungicide,one,3.09
thiophanate_methyl,801,plug,fungicide,two,3.18
thiophanate_methyl,801,plug,fungicide,two,3.345
thiophanate_methyl,801,plug,fungicide,two,3.16
thiophanate_methyl,801,plug,fungicide,two,3.32
thiophanate_methyl,801,plug,control,one,5.975
thiophanate_methyl,801,plug,control,one,5.79
thiophanate_methyl,801,plug,control,one,6.045
thiophanate_methyl,801,plug,control,one,6.5
thiophanate_methyl,801,plug,control,two,6.315
thiophanate_methyl,801,plug,control,two,6.395
thiophanate_methyl,801,plug,control,two,6.165
thiophanate_methyl,801,plug,control,two,6.48
thiophanate_methyl,801,paper,fungicide,one,
thiophanate_methyl,801,paper,fungicide,one,
thiophanate_methyl,801,paper,fungicide,one,
thiophanate_methyl,801,paper,fungicide,one,
thiophanate_methyl,801,paper,fungicide,two,2.58
thiophanate_methyl,801,paper,fungicide,two,2.78
thiophanate_methyl,801,paper,fungicide,two,2.935
thiophanate_methyl,801,paper,fungicide,two,1.93
thiophanate_methyl,801,paper,control,one,
thiophanate_methyl,801,paper,control,one,
thiophanate_methyl,801,paper,control,one,
thiophanate_methyl,801,paper,control,one,
thiophanate_methyl,801,paper,control,two,4.97
thiophanate_methyl,801,paper,control,two,4.72
thiophanate_methyl,801,paper,control,two,4.715
thiophanate_methyl,801,paper,control,two,4.795
thiophanate_methyl,851,plug,fungicide,one,4.915
thiophanate_methyl,851,plug,fungicide,one,4.8
thiophanate_methyl,851,plug,fungicide,one,4.275
thiophanate_methyl,851,plug,fungicide,one,3.95
thiophanate_methyl,851,plug,fungicide,two,3.885
thiophanate_methyl,851,plug,fungicide,two,4.09
thiophanate_methyl,851,plug,fungicide,two,3.985
thiophanate_methyl,851,plug,fungicide,two,4.115
thiophanate_methyl,851,plug,control,one,6.64
thiophanate_methyl,851,plug,control,one,7.14
thiophanate_methyl,851,plug,control,one,6.375
thiophanate_methyl,851,plug,control,one,6.085
thiophanate_methyl,851,plug,control,two,6.42
thiophanate_methyl,851,plug,control,two,6.53
thiophanate_methyl,851,plug,control,two,6.68
thiophanate_methyl,851,plug,control,two,6.205
thiophanate_methyl,851,paper,fungicide,one,1.095
thiophanate_methyl,851,paper,fungicide,one,0.2
thiophanate_methyl,851,paper,fungicide,one,0.79
thiophanate_methyl,851,paper,fungicide,one,0.15
thiophanate_methyl,851,paper,fungicide,two,
thiophanate_methyl,851,paper,fungicide,two,
thiophanate_methyl,851,paper,fungicide,two,
thiophanate_methyl,851,paper,fungicide,two,
thiophanate_methyl,851,paper,control,one,6.125
thiophanate_methyl,851,paper,control,one,5.515
thiophanate_methyl,851,paper,control,one,6
thiophanate_methyl,851,paper,control,one,5.855
thiophanate_methyl,851,paper,control,two,
thiophanate_methyl,851,paper,control,two,
thiophanate_methyl,851,paper,control,two,
thiophanate_methyl,851,paper,control,two,
thiophanate_methyl,859,plug,fungicide,one,3.995
thiophanate_methyl,859,plug,fungicide,one,3.925
thiophanate_methyl,859,plug,fungicide,one,3.725
thiophanate_methyl,859,plug,fungicide,one,3.34
thiophanate_methyl,859,plug,fungicide,two,3.545
thiophanate_methyl,859,plug,fungicide,two,3.745
thiophanate_methyl,859,plug,fungicide,two,3.19
thiophanate_methyl,859,plug,fungicide,two,3.24
thiophanate_methyl,859,plug,control,one,6.15
thiophanate_methyl,859,plug,control,one,6.12
thiophanate_methyl,859,plug,control,one,6.97
thiophanate_methyl,859,plug,control,one,6.975
thiophanate_methyl,859,plug,control,two,6.19
thiophanate_methyl,859,plug,control,two,6.19
thiophanate_methyl,859,plug,control,two,6.13
thiophanate_methyl,859,plug,control,two,6.49
thiophanate_methyl,859,paper,fungicide,one,2.73
thiophanate_methyl,859,paper,fungicide,one,2.845
thiophanate_methyl,859,paper,fungicide,one,2.72
thiophanate_methyl,859,paper,fungicide,one,2.745
thiophanate_methyl,859,paper,fungicide,two,2.79
thiophanate_methyl,859,paper,fungicide,two,0.484
thiophanate_methyl,859,paper,fungicide,two,1.35
thiophanate_methyl,859,paper,fungicide,two,1.43
thiophanate_methyl,859,paper,control,one,5.615
thiophanate_methyl,859,paper,control,one,5.79
thiophanate_methyl,859,paper,control,one,5.85
thiophanate_methyl,859,paper,control,one,5.595
thiophanate_methyl,859,paper,control,two,4.56
thiophanate_methyl,859,paper,control,two,4.38
thiophanate_methyl,859,paper,control,two,4.79
thiophanate_methyl,859,paper,control,two,4.38
thiophanate_methyl,861,plug,fungicide,one,4.125
thiophanate_methyl,861,plug,fungicide,one,4.48
thiophanate_methyl,861,plug,fungicide,one,4.175
thiophanate_methyl,861,plug,fungicide,one,3.415
thiophanate_methyl,861,plug,fungicide,two,3.9
thiophanate_methyl,861,plug,fungicide,two,4.06
thiophanate_methyl,861,plug,fungicide,two,4.36
thiophanate_methyl,861,plug,fungicide,two,4.62
thiophanate_methyl,861,plug,control,one,6.395
thiophanate_methyl,861,plug,control,one,5.695
thiophanate_methyl,861,plug,control,one,5.86
thiophanate_methyl,861,plug,control,one,6.305
thiophanate_methyl,861,plug,control,two,5.08
thiophanate_methyl,861,plug,control,two,5.19
thiophanate_methyl,861,plug,control,two,5.115
thiophanate_methyl,861,plug,control,two,4.84
thiophanate_methyl,861,paper,fungicide,one,1.36
thiophanate_methyl,861,paper,fungicide,one,2.435
thiophanate_methyl,861,paper,fungicide,one,1.46
thiophanate_methyl,861,paper,fungicide,one,1.6
thiophanate_methyl,861,paper,fungicide,two,0.87
thiophanate_methyl,861,paper,fungicide,two,2.115
thiophanate_methyl,861,paper,fungicide,two,1.535
thiophanate_methyl,861,paper,fungicide,two,2.25
thiophanate_methyl,861,paper,control,one,6.285
thiophanate_methyl,861,paper,control,one,6.45
thiophanate_methyl,861,paper,control,one,5.26
thiophanate_methyl,861,paper,control,one,6.005
thiophanate_methyl,861,paper,control,two,5.305
thiophanate_methyl,861,paper,control,two,4.785
thiophanate_methyl,861,paper,control,two,4.965
thiophanate_methyl,861,paper,control,two,4.37
thiophanate_methyl,902,plug,fungicide,one,3.19
thiophanate_methyl,902,plug,fungicide,one,3.31
thiophanate_methyl,902,plug,fungicide,one,3.585
thiophanate_methyl,902,plug,fungicide,one,2.94
thiophanate_methyl,902,plug,fungicide,two,2.79
thiophanate_methyl,902,plug,fungicide,two,2.8
thiophanate_methyl,902,plug,fungicide,two,3.17
thiophanate_methyl,902,plug,fungicide,two,3
thiophanate_methyl,902,plug,control,one,6.35
thiophanate_methyl,902,plug,control,one,5.715
thiophanate_methyl,902,plug,control,one,6
thiophanate_methyl,902,plug,control,one,6.43
thiophanate_methyl,902,plug,control,two,6.01
thiophanate_methyl,902,plug,control,two,6.425
thiophanate_methyl,902,plug,control,two,6.38
thiophanate_methyl,902,plug,control,two,6.725
thiophanate_methyl,902,paper,fungicide,one,1.2
thiophanate_methyl,902,paper,fungicide,one,1.16
thiophanate_methyl,902,paper,fungicide,one,0.8
thiophanate_methyl,902,paper,fungicide,one,0.8
thiophanate_methyl,902,paper,fungicide,two,3.18
thiophanate_methyl,902,paper,fungicide,two,2.56
thiophanate_methyl,902,paper,fungicide,two,2.865
thiophanate_methyl,902,paper,fungicide,two,2.795
thiophanate_methyl,902,paper,control,one,5.745
thiophanate_methyl,902,paper,control,one,5.49
thiophanate_methyl,902,paper,control,one,5.94
thiophanate_methyl,902,paper,control,one,5.86
thiophanate_methyl,902,paper,control,two,4.41
thiophanate_methyl,902,paper,control,two,4.91
thiophanate_methyl,902,paper,control,two,4.585
thiophanate_methyl,902,paper,control,two,3.77
fluazinam,152,plug,fungicide,one,4.455
fluazinam,152,plug,fungicide,one,3.74
fluazinam,152,plug,fungicide,one,4.36
fluazinam,152,plug,fungicide,one,3.855
fluazinam,152,plug,fungicide,two,3.5
fluazinam,152,plug,fungicide,two,3.5
fluazinam,152,plug,fungicide,two,3.655
fluazinam,152,plug,fungicide,two,3.445
fluazinam,152,plug,control,one,6.99
fluazinam,152,plug,control,one,6.85
fluazinam,152,plug,control,one,7.055
fluazinam,152,plug,control,one,6.89
fluazinam,152,plug,control,two,5.695
fluazinam,152,plug,control,two,5.695
fluazinam,152,plug,control,two,5.705
fluazinam,152,plug,control,two,6.615
fluazinam,152,paper,fungicide,one,3.825
fluazinam,152,paper,fungicide,one,3.87
fluazinam,152,paper,fungicide,one,4.455
fluazinam,152,paper,fungicide,one,3.94
fluazinam,152,paper,fungicide,two,3.275
fluazinam,152,paper,fungicide,two,3.275
fluazinam,152,paper,fungicide,two,3.64
fluazinam,152,paper,fungicide,two,3.54
fluazinam,152,paper,control,one,6.555
fluazinam,152,paper,control,one,6.185
fluazinam,152,paper,control,one,6.55
fluazinam,152,paper,control,one,6.095
fluazinam,152,paper,control,two,5.49
fluazinam,152,paper,control,two,5.49
fluazinam,152,paper,control,two,5.595
fluazinam,152,paper,control,two,5.375
fluazinam,274,plug,fungicide,one,3.58
fluazinam,274,plug,fungicide,one,3.36
fluazinam,274,plug,fungicide,one,3.18
fluazinam,274,plug,fungicide,one,3.51
fluazinam,274,plug,fungicide,two,3.04
fluazinam,274,plug,fungicide,two,3.145
fluazinam,274,plug,fungicide,two,3.265
fluazinam,274,plug,fungicide,two,3.065
fluazinam,274,plug,control,one,6.18
fluazinam,274,plug,control,one,6.55
fluazinam,274,plug,control,one,5.95
fluazinam,274,plug,control,one,6.12
fluazinam,274,plug,control,two,5.485
fluazinam,274,plug,control,two,5.345
fluazinam,274,plug,control,two,5.96
fluazinam,274,plug,control,two,5.81
fluazinam,274,paper,fungicide,one,3.17
fluazinam,274,paper,fungicide,one,3.48
fluazinam,274,paper,fungicide,one,3.155
fluazinam,274,paper,fungicide,one,3.6
fluazinam,274,paper,fungicide,two,3.145
fluazinam,274,paper,fungicide,two,3.11
fluazinam,274,paper,fungicide,two,2.9
fluazinam,274,paper,fungicide,two,2.985
fluazinam,274,paper,control,one,4.345
fluazinam,274,paper,control,one,4.27
fluazinam,274,paper,control,one,4.43
fluazinam,274,paper,control,one,4.52
fluazinam,274,paper,control,two,5.06
fluazinam,274,paper,control,two,5.205
fluazinam,274,paper,control,two,5.21
fluazinam,274,paper,control,two,5.015
fluazinam,465,plug,fungicide,one,3.54
fluazinam,465,plug,fungicide,one,3.33
fluazinam,465,plug,fungicide,one,3.78
fluazinam,465,plug,fungicide,one,3.56
fluazinam,465,plug,fungicide,two,3.065
fluazinam,465,plug,fungicide,two,3.05
fluazinam,465,plug,fungicide,two,2.915
fluazinam,465,plug,fungicide,two,2.915
fluazinam,465,plug,control,one,6.47
fluazinam,465,plug,control,one,6.3
fluazinam,465,plug,control,one,6.345
fluazinam,465,plug,control,one,6.45
fluazinam,465,plug,control,two,5.495
fluazinam,465,plug,control,two,4.91
fluazinam,465,plug,control,two,5.67
fluazinam,465,plug,control,two,5.83
fluazinam,465,paper,fungicide,one,2.625
fluazinam,465,paper,fungicide,one,2.795
fluazinam,465,paper,fungicide,one,2.62
fluazinam,465,paper,fungicide,one,2.785
fluazinam,465,paper,fungicide,two,2.27
fluazinam,465,paper,fungicide,two,2.145
fluazinam,465,paper,fungicide,two,2.25
fluazinam,465,paper,fungicide,two,2.205
fluazinam,465,paper,control,one,3.74
fluazinam,465,paper,control,one,3.665
fluazinam,465,paper,control,one,3.655
fluazinam,465,paper,control,one,3.76
fluazinam,465,paper,control,two,3.8
fluazinam,465,paper,control,two,4.135
fluazinam,465,paper,control,two,4.37
fluazinam,465,paper,control,two,4.24
fluazinam,560,plug,fungicide,one,3.205
fluazinam,560,plug,fungicide,one,2.98
fluazinam,560,plug,fungicide,one,3.09
fluazinam,560,plug,fungicide,one,3
fluazinam,560,plug,fungicide,two,2.865
fluazinam,560,plug,fungicide,two,2.92
fluazinam,560,plug,fungicide,two,2.94
fluazinam,560,plug,fungicide,two,2.925
fluazinam,560,plug,control,one,6.855
fluazinam,560,plug,control,one,6.54
fluazinam,560,plug,control,one,6.6
fluazinam,560,plug,control,one,6.37
fluazinam,560,plug,control,two,6.805
fluazinam,560,plug,control,two,6.89
fluazinam,560,plug,control,two,6.06
fluazinam,560,plug,control,two,5.705
fluazinam,560,paper,fungicide,one,2.92
fluazinam,560,paper,fungicide,one,3.11
fluazinam,560,paper,fungicide,one,3.195
fluazinam,560,paper,fungicide,one,3.475
fluazinam,560,paper,fungicide,two,2.52
fluazinam,560,paper,fungicide,two,2.565
fluazinam,560,paper,fungicide,two,2.54
fluazinam,560,paper,fungicide,two,2.09
fluazinam,560,paper,control,one,5.92
fluazinam,560,paper,control,one,5.795
fluazinam,560,paper,control,one,5.405
fluazinam,560,paper,control,one,6.44
fluazinam,560,paper,control,two,5.23
fluazinam,560,paper,control,two,4.865
fluazinam,560,paper,control,two,4
fluazinam,560,paper,control,two,5.45
fluazinam,601,plug,fungicide,one,3.86
fluazinam,601,plug,fungicide,one,3.52
fluazinam,601,plug,fungicide,one,4.375
fluazinam,601,plug,fungicide,one,4.06
fluazinam,601,plug,fungicide,two,3.4
fluazinam,601,plug,fungicide,two,3.45
fluazinam,601,plug,fungicide,two,3.355
fluazinam,601,plug,fungicide,two,3.34
fluazinam,601,plug,control,one,6.71
fluazinam,601,plug,control,one,6.555
fluazinam,601,plug,control,one,6.9
fluazinam,601,plug,control,one,6.72
fluazinam,601,plug,control,two,5.815
fluazinam,601,plug,control,two,5.655
fluazinam,601,plug,control,two,6.66
fluazinam,601,plug,control,two,6.68
fluazinam,601,paper,fungicide,one,3.95
fluazinam,601,paper,fungicide,one,3.895
fluazinam,601,paper,fungicide,one,3.46
fluazinam,601,paper,fungicide,one,3.99
fluazinam,601,paper,fungicide,two,3.285
fluazinam,601,paper,fungicide,two,3.275
fluazinam,601,paper,fungicide,two,3.22
fluazinam,601,paper,fungicide,two,3.14
fluazinam,601,paper,control,one,6.045
fluazinam,601,paper,control,one,5.35
fluazinam,601,paper,control,one,6.035
fluazinam,601,paper,control,one,5.74
fluazinam,601,paper,control,two,5.315
fluazinam,601,paper,control,two,5.285
fluazinam,601,paper,control,two,5.355
fluazinam,601,paper,control,two,5.31
fluazinam,771,plug,fungicide,one,4.155
fluazinam,771,plug,fungicide,one,3.795
fluazinam,771,plug,fungicide,one,4.575
fluazinam,771,plug,fungicide,one,4.33
fluazinam,771,plug,fungicide,two,3.78
fluazinam,771,plug,fungicide,two,4.015
fluazinam,771,plug,fungicide,two,4.015
fluazinam,771,plug,fungicide,two,4.265
fluazinam,771,plug,control,one,6.79
fluazinam,771,plug,control,one,6.69
fluazinam,771,plug,control,one,6.99
fluazinam,771,plug,control,one,6.785
fluazinam,771,plug,control,two,5.805
fluazinam,771,plug,control,two,5.875
fluazinam,771,plug,control,two,6.645
fluazinam,771,plug,control,two,6.57
fluazinam,771,paper,fungicide,one,3.59
fluazinam,771,paper,fungicide,one,3.77
fluazinam,771,paper,fungicide,one,3.605
fluazinam,771,paper,fungicide,one,4.21
fluazinam,771,paper,fungicide,two,3.275
fluazinam,771,paper,fungicide,two,3.275
fluazinam,771,paper,fungicide,two,3.515
fluazinam,771,paper,fungicide,two,3.535
fluazinam,771,paper,control,one,5.69
fluazinam,771,paper,control,one,5.73
fluazinam,771,paper,control,one,5.63
fluazinam,771,paper,control,one,5.75
fluazinam,771,paper,control,two,5.32
fluazinam,771,paper,control,two,5.31
fluazinam,771,paper,control,two,5.35
fluazinam,771,paper,control,two,5.28
fluazinam,801,plug,fungicide,one,4.205
fluazinam,801,plug,fungicide,one,3.74
fluazinam,801,plug,fungicide,one,4.745
fluazinam,801,plug,fungicide,one,3.795
fluazinam,801,plug,fungicide,two,3.44
fluazinam,801,plug,fungicide,two,3.585
fluazinam,801,plug,fungicide,two,3.47
fluazinam,801,plug,fungicide,two,3.555
fluazinam,801,plug,control,one,6.44
fluazinam,801,plug,control,one,6.285
fluazinam,801,plug,control,one,6.87
fluazinam,801,plug,control,one,6.41
fluazinam,801,plug,control,two,6
fluazinam,801,plug,control,two,5.755
fluazinam,801,plug,control,two,6.59
fluazinam,801,plug,control,two,6.31
fluazinam,801,paper,fungicide,one,3.46
fluazinam,801,paper,fungicide,one,3.735
fluazinam,801,paper,fungicide,one,3.56
fluazinam,801,paper,fungicide,one,4.11
fluazinam,801,paper,fungicide,two,3.685
fluazinam,801,paper,fungicide,two,3.905
fluazinam,801,paper,fungicide,two,3.48
fluazinam,801,paper,fungicide,two,3.38
fluazinam,801,paper,control,one,5.85
fluazinam,801,paper,control,one,5.98
fluazinam,801,paper,control,one,5.6
fluazinam,801,paper,control,one,5.875
